City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,manggar,-2.8833,108.2667,85.44,65,40,15.17,ID,2023-10-04 03:48:28
300,driefontein,-27.0177,30.4498,59.31,43,0,3.33,ZA,2023-10-04 03:48:28
301,cockburn town,21.4612,-71.1419,84.09,77,100,13.04,TC,2023-10-04 03:48:28
302,colonia menno,-22.3667,-59.8167,90.59,31,17,9.17,PY,2023-10-04 03:48:28
303,kone,-21.0595,164.8658,77.95,57,27,11.05,NC,2023-10-04 03:48:28
304,awjilah,29.1081,21.2869,68.14,55,0,7.99,LY,2023-10-04 03:48:29
305,winchester center,41.9001,-73.1348,63.34,95,0,1.01,US,2023-10-04 03:48:29
306,oranjemund,-28.55,16.4333,59.04,78,99,5.08,NA,2023-10-04 03:48:29
307,utrik,11.2278,169.8474,83.26,76,48,16.04,MH,2023-10-04 03:48:29
308,chunskiy,56.0815,99.6342,49.98,64,3,8.03,RU,2023-10-04 03:48:29
309,egersund,58.4513,5.9997,52.09,76,93,23.29,NO,2023-10-04 03:48:29
310,vorkuta,67.5,64.0,35.06,75,100,10.29,RU,2023-10-04 03:48:29
311,egilsstadir,65.2653,-14.3948,40.91,93,100,11.5,IS,2023-10-04 03:48:29
312,dalbandin,28.8947,64.4101,84.49,10,0,4.65,PK,2023-10-04 03:44:14
313,gunjur,13.2019,-16.7339,80.67,89,40,0.0,GM,2023-10-04 03:48:29
314,ravar,31.2656,56.8055,78.64,20,0,1.41,IR,2023-10-04 03:48:29
315,kelibia,36.8476,11.0939,68.25,100,20,2.3,TN,2023-10-04 03:48:30
316,guanica,17.9716,-66.908,83.91,72,94,0.92,PR,2023-10-04 03:48:30
317,song cau,13.45,109.2167,84.25,82,75,5.12,VN,2023-10-04 03:48:30
318,robore,-18.3333,-59.75,90.45,32,4,11.03,BO,2023-10-04 03:48:30
319,pitanga,-24.7572,-51.7614,67.37,96,68,3.4,BR,2023-10-04 03:48:30
320,novodvinsk,64.4165,40.8122,43.79,79,100,2.48,RU,2023-10-04 03:48:30
321,namibe,-15.1961,12.1522,72.59,77,85,2.19,AO,2023-10-04 03:48:30
322,keflavik,64.0049,-22.5624,41.43,93,75,3.44,IS,2023-10-04 03:48:30
323,arraial do cabo,-22.9661,-42.0278,69.75,94,78,11.77,BR,2023-10-04 03:45:45
324,pariaman,-0.619,100.12,80.65,72,90,7.43,ID,2023-10-04 03:48:30
325,labrador city,52.9463,-66.9114,28.31,100,0,2.3,CA,2023-10-04 03:45:12
326,cururupu,-1.8283,-44.8683,77.63,86,8,5.73,BR,2023-10-04 03:48:30
327,tulnici,45.9167,26.6667,52.34,55,0,6.33,RO,2023-10-04 03:48:31
328,cutro,39.0353,16.9819,65.66,53,7,2.39,IT,2023-10-04 03:48:31
329,flying fish cove,-10.4217,105.6791,78.48,78,100,12.66,CX,2023-10-04 03:48:31
330,shagonar,51.5333,92.8,49.77,51,93,1.45,RU,2023-10-04 03:48:31
331,tirodi,21.6833,79.7,81.05,56,100,5.68,IN,2023-10-04 03:48:31
332,dunedin,-45.8742,170.5036,65.07,60,100,1.99,NZ,2023-10-04 03:48:31
333,bol'sherech'ye,56.0925,74.6272,52.36,57,100,11.48,RU,2023-10-04 03:48:31
334,pisco,-13.7,-76.2167,65.01,88,0,10.36,PE,2023-10-04 03:44:27
335,nsanje,-16.92,35.262,65.95,75,0,1.59,MW,2023-10-04 03:48:31
336,malkapur,20.8833,76.2,81.73,61,79,8.25,IN,2023-10-04 03:48:31
337,leua,48.2156,18.6071,64.49,76,100,14.92,SK,2023-10-04 03:48:31
338,illizi,26.4833,8.4667,75.0,38,0,15.43,DZ,2023-10-04 03:48:32
339,saudarkrokur,65.7461,-19.6394,37.9,88,98,2.57,IS,2023-10-04 03:48:32
340,turpan,42.9333,89.1667,80.74,19,2,3.85,CN,2023-10-04 03:48:32
341,cidreira,-30.1811,-50.2056,62.62,89,100,12.77,BR,2023-10-04 03:48:32
342,susuman,62.7833,148.1667,36.99,51,82,1.01,RU,2023-10-04 03:48:32
343,lata,40.1629,-8.3327,59.92,84,88,1.7,PT,2023-10-04 03:48:32
344,itamaraca,-7.7478,-34.8256,78.85,65,83,8.95,BR,2023-10-04 03:48:32
345,vila franca do campo,37.7167,-25.4333,74.88,99,27,9.15,PT,2023-10-04 03:48:32
346,parauapebas,-6.0675,-49.9022,79.57,49,18,2.01,BR,2023-10-04 03:48:32
347,ballito,-29.539,31.2144,62.74,94,0,4.61,ZA,2023-10-04 03:48:32
348,tidjikja,18.5564,-11.4271,89.82,24,73,9.06,MR,2023-10-04 03:48:32
349,vorgashor,67.5833,63.95,34.59,76,100,9.95,RU,2023-10-04 03:48:33
350,negapatam,10.7667,79.8333,87.94,65,24,15.57,IN,2023-10-04 03:48:33
351,naze,28.3667,129.4833,83.32,74,7,9.66,JP,2023-10-04 03:48:33
352,inarajan village,13.2736,144.7484,90.57,81,94,11.77,GU,2023-10-04 03:48:33
353,peterhead,57.5058,-1.7981,50.45,82,100,18.43,GB,2023-10-04 03:48:33
354,kampene,-3.6,26.6667,65.7,78,74,1.28,CD,2023-10-04 03:48:33
355,vodnyy,63.5046,53.4095,42.42,91,100,11.23,RU,2023-10-04 03:48:33
356,santana,-0.0583,-51.1817,82.58,78,20,6.91,BR,2023-10-04 03:47:29
357,camarinas,43.1311,-9.1817,62.92,90,8,14.47,ES,2023-10-04 03:48:33
358,coyhaique,-45.5752,-72.0662,44.55,81,100,3.44,CL,2023-10-04 03:48:33
359,omdurman,15.6445,32.4777,90.16,36,0,11.21,SD,2023-10-04 03:48:33
360,fonte boa,-2.4959,-66.2662,80.28,58,100,1.97,BR,2023-10-04 03:48:33
361,hirara,24.8,125.2833,86.27,74,75,23.02,JP,2023-10-04 03:48:34
362,palma del rio,37.7002,-5.2812,61.12,46,39,2.91,ES,2023-10-04 03:48:34
363,proletar,40.167,69.504,68.54,40,2,11.18,TJ,2023-10-04 03:48:34
364,mejit,10.2753,170.8646,83.21,73,25,16.78,MH,2023-10-04 03:48:34
365,tindouf,27.6711,-8.1474,72.05,24,0,5.75,DZ,2023-10-04 03:48:34
366,sarakhs,36.5449,61.1577,73.56,19,2,11.07,IR,2023-10-04 03:48:34
367,kosong,38.3788,128.4676,75.69,48,80,6.02,KR,2023-10-04 03:48:34
368,zapala,-38.8992,-70.0544,45.28,54,2,6.33,AR,2023-10-04 03:48:34
369,mumford,5.2618,-0.759,75.54,91,36,7.4,GH,2023-10-04 03:48:34
370,swift current,50.2834,-107.8014,47.21,87,0,9.22,CA,2023-10-04 03:43:52
371,pont rouge,48.8833,-72.0825,59.29,88,100,4.56,CA,2023-10-04 03:48:34
372,acajutla,13.5928,-89.8275,78.76,89,100,3.91,SV,2023-10-04 03:48:35
373,iskateley,67.6803,53.1512,39.02,78,100,21.0,RU,2023-10-04 03:48:35
374,bracebridge,45.0334,-79.3163,60.87,100,0,0.0,CA,2023-10-04 03:47:04
375,nago,26.5881,127.9761,90.45,84,41,13.0,JP,2023-10-04 03:48:35
376,ola,59.5833,151.2833,52.14,51,26,4.34,RU,2023-10-04 03:48:35
377,khandyga,62.6667,135.6,36.07,98,100,4.99,RU,2023-10-04 03:48:35
378,marsabit,2.3284,37.9899,63.1,84,43,20.83,KE,2023-10-04 03:48:35
379,puerto baquerizo moreno,-0.9,-89.6,72.16,90,67,9.48,EC,2023-10-04 03:48:35
380,baie-saint-paul,47.4411,-70.4986,61.05,87,100,2.62,CA,2023-10-04 03:46:36
381,avenal,36.0041,-120.129,71.37,36,1,4.61,US,2023-10-04 03:48:35
382,ta`u,-14.2336,-169.5144,80.73,81,18,16.02,AS,2023-10-04 03:48:35
383,duong dong,10.2167,103.9667,80.6,94,40,11.5,VN,2023-10-04 03:48:35
384,priargunsk,50.3691,119.1012,48.76,21,0,14.47,RU,2023-10-04 03:48:36
385,mao,39.8885,4.2658,68.56,100,0,8.05,ES,2023-10-04 03:48:36
386,letlhakeng,-24.0944,25.0298,58.64,49,78,6.8,BW,2023-10-04 03:48:36
387,amargosa,-13.0303,-39.6047,67.08,97,12,3.44,BR,2023-10-04 03:48:36
388,el bolson,-41.9667,-71.5167,35.35,97,15,4.0,AR,2023-10-04 03:48:36
389,salalah,17.0151,54.0924,75.29,83,20,4.61,OM,2023-10-04 03:48:36
390,al jawf,29.5,38.75,70.95,53,58,6.55,SA,2023-10-04 03:48:36
391,aioun,16.6614,-9.6149,89.96,29,26,2.82,MR,2023-10-04 03:48:36
392,kiknur,57.3034,47.2011,50.52,66,100,15.14,RU,2023-10-04 03:47:01
393,san luis de la loma,17.2706,-100.8939,80.55,88,100,3.62,MX,2023-10-04 03:48:36
394,conception bay south,47.4999,-52.9981,50.45,93,100,19.22,CA,2023-10-04 03:47:02
395,mancio lima,-7.6142,-72.8958,80.67,83,0,0.0,BR,2023-10-04 03:48:37
396,mar del plata,-38.0023,-57.5575,53.1,98,100,8.05,AR,2023-10-04 03:48:37
397,jayapura,-2.5333,140.7,87.19,85,100,4.09,ID,2023-10-04 03:48:37
398,langepas,61.2544,75.2124,47.82,98,100,9.28,RU,2023-10-04 03:48:37
399,freetown,8.484,-13.2299,76.71,100,75,3.44,SL,2023-10-04 03:48:37
400,kuanda,56.3161,116.0806,39.88,48,90,3.24,RU,2023-10-04 03:48:37
401,villamontes,-21.25,-63.5,82.11,55,4,8.3,BO,2023-10-04 03:48:37
402,atyrau,47.1167,51.8833,59.02,82,40,13.42,KZ,2023-10-04 03:48:37
403,mesoraca,39.0768,16.7889,66.22,59,8,4.5,IT,2023-10-04 03:48:37
404,calvinia,-31.4707,19.776,62.33,33,21,2.75,ZA,2023-10-04 03:48:37
405,mhamid,29.82,-5.72,75.06,31,0,4.63,MA,2023-10-04 03:48:37
406,mccook,40.2019,-100.6257,52.25,87,0,8.05,US,2023-10-04 03:48:38
407,pryamitsyno,51.6561,35.9314,43.34,67,72,10.78,RU,2023-10-04 03:48:38
408,sao martinho,39.5144,-9.1311,67.28,96,99,6.04,PT,2023-10-04 03:48:38
409,kupang,-10.1667,123.5833,91.98,55,20,14.97,ID,2023-10-04 03:48:38
410,machakos,-1.5167,37.2667,62.55,86,87,6.4,KE,2023-10-04 03:48:38
411,dakhla,23.6848,-15.958,78.89,42,14,10.25,EH,2023-10-04 03:48:38
412,suva,-18.1416,178.4415,74.68,69,75,9.22,FJ,2023-10-04 03:48:38
413,nkove,-7.95,30.85,75.06,49,49,5.46,TZ,2023-10-04 03:48:38
414,hagere selam,6.4833,38.5167,48.65,96,95,3.78,ET,2023-10-04 03:48:38
415,bengkulu,-3.8004,102.2655,81.61,71,41,9.78,ID,2023-10-04 03:48:38
416,akureyri,65.6835,-18.0878,40.93,87,100,5.75,IS,2023-10-04 03:48:38
417,antsiranana,-12.2787,49.2917,75.96,64,20,16.11,MG,2023-10-04 03:48:39
418,gbarnga,6.9956,-9.4722,70.95,100,99,1.79,LR,2023-10-04 03:48:39
419,papar,5.7333,115.9333,91.4,62,66,6.51,MY,2023-10-04 03:48:39
420,kargil,34.5667,76.1,45.93,33,3,2.17,IN,2023-10-04 03:48:39
421,bel ombre,-4.6167,55.4167,80.44,78,20,11.5,SC,2023-10-04 03:48:39
422,ciudad guadalupe victoria,24.4497,-104.1225,63.84,76,94,7.56,MX,2023-10-04 03:48:39
423,inhambane,-23.865,35.3833,67.64,73,1,4.9,MZ,2023-10-04 03:48:39
424,santiago de cao,-7.9589,-79.2392,66.33,88,40,8.05,PE,2023-10-04 03:48:39
425,asbury,42.5144,-90.7515,75.13,56,0,9.22,US,2023-10-04 03:48:39
426,jiamusi,46.8333,130.35,55.92,64,89,19.82,CN,2023-10-04 03:48:39
427,vernon,50.2581,-119.2691,59.61,70,62,2.3,CA,2023-10-04 03:48:13
428,rosario,-32.9468,-60.6393,55.94,75,40,11.5,AR,2023-10-04 03:48:39
429,ust-tsilma,65.441,52.1498,38.61,81,100,10.0,RU,2023-10-04 03:48:40
430,jiuquan,39.7432,98.5174,65.79,21,40,8.34,CN,2023-10-04 03:48:40
431,mount pearl,47.5166,-52.7813,49.86,94,100,14.97,CA,2023-10-04 03:48:40
432,buncrana,55.1333,-7.45,55.33,88,100,17.31,IE,2023-10-04 03:48:40
433,corumba,-19.0092,-57.6533,85.71,38,2,4.83,BR,2023-10-04 03:48:40
434,luderitz,-26.6481,15.1594,64.35,59,76,9.37,NA,2023-10-04 03:48:40
435,mahibadhoo,3.7833,72.9667,79.09,81,100,5.82,MV,2023-10-04 03:48:40
436,kailua-kona,19.6406,-155.9956,84.16,76,40,13.8,US,2023-10-04 03:44:02
437,muynoq,43.7683,59.0214,63.88,35,94,11.45,UZ,2023-10-04 03:48:40
438,polyarnyy,69.1989,33.4478,38.77,91,100,6.38,RU,2023-10-04 03:48:40
439,tralee,52.2704,-9.7026,54.37,90,100,9.22,IE,2023-10-04 03:48:40
440,carmelo,-33.9892,-58.2856,56.91,92,99,9.93,UY,2023-10-04 03:48:41
441,phongsali,21.6833,102.1058,82.49,49,56,1.59,LA,2023-10-04 03:48:41
442,zahedan,29.4963,60.8629,69.71,23,0,4.61,IR,2023-10-04 03:48:41
443,dingzhou,38.5131,114.9956,75.31,27,100,8.93,CN,2023-10-04 03:48:41
444,forde,61.4522,5.8572,51.8,100,100,0.0,NO,2023-10-04 03:48:41
445,bharatpur,27.2167,77.4833,85.5,25,0,4.43,IN,2023-10-04 03:46:18
446,balabac,7.9868,117.0645,85.66,68,100,5.3,PH,2023-10-04 03:48:41
447,uitenhage,-33.7576,25.3971,62.42,91,82,5.5,ZA,2023-10-04 03:48:41
448,novyy urengoy,66.0833,76.6333,35.73,71,94,8.61,RU,2023-10-04 03:48:41
449,surovikino,48.6078,42.8486,51.87,63,27,6.87,RU,2023-10-04 03:48:41
450,tofol,5.3248,163.0078,82.18,89,100,3.44,FM,2023-10-04 03:48:41
451,yanbu,24.0891,38.0637,80.64,100,0,6.91,SA,2023-10-04 03:45:28
452,noumea,-22.2763,166.4572,82.38,71,67,17.31,NC,2023-10-04 03:48:42
453,yeppoon,-23.1333,150.7333,80.38,68,29,14.38,AU,2023-10-04 03:48:42
454,zyryanovsk,49.7386,84.2719,51.66,82,100,2.44,KZ,2023-10-04 03:48:42
455,broome,42.2506,-75.833,67.62,94,0,1.05,US,2023-10-04 03:48:42
456,ujae,8.9322,165.7642,84.18,77,100,16.02,MH,2023-10-04 03:48:42
457,kattivakkam,13.2167,80.3167,86.09,79,12,10.22,IN,2023-10-04 03:48:42
458,escanaba,45.7453,-87.0646,68.97,88,0,6.91,US,2023-10-04 03:48:42
459,chalus,36.655,51.4204,67.46,94,100,0.0,IR,2023-10-04 03:44:05
460,port augusta,-32.5,137.7667,59.83,42,78,19.28,AU,2023-10-04 03:48:42
461,panaba,21.2833,-88.2667,78.85,85,0,8.93,MX,2023-10-04 03:48:42
462,cooma,-36.2333,149.1333,57.07,92,100,13.02,AU,2023-10-04 03:48:42
463,roma,43.2128,-75.4557,64.9,93,0,0.0,US,2023-10-04 03:48:25
464,kolpashevo,58.3131,82.9089,50.11,78,93,8.99,RU,2023-10-04 03:48:43
465,alo,7.4178,6.7371,73.72,96,100,0.65,NG,2023-10-04 03:48:43
466,grand-lahou,5.1367,-5.0242,75.02,92,32,7.29,CI,2023-10-04 03:48:43
467,yuzhno-kurilsk,44.0306,145.8556,57.38,73,100,8.21,RU,2023-10-04 03:48:43
468,ponta delgada,37.7333,-25.6667,75.18,94,75,12.66,PT,2023-10-04 03:46:57
469,sovetskiy,61.3614,63.5842,46.89,89,87,3.0,RU,2023-10-04 03:48:43
470,saint-just-en-chaussee,49.505,2.4329,50.41,92,32,7.49,FR,2023-10-04 03:48:43
471,kutahya,39.4242,29.9833,47.26,89,0,2.04,TR,2023-10-04 03:48:43
472,nagqu,31.5,92.0,53.94,43,56,10.42,CN,2023-10-04 03:48:43
473,mawu,29.5923,107.3139,68.95,92,98,2.17,CN,2023-10-04 03:48:43
474,tomar,39.602,-8.4092,65.32,83,99,3.47,PT,2023-10-04 03:48:44
475,sao paulo de olivenca,-3.3783,-68.8725,80.78,49,62,2.33,BR,2023-10-04 03:48:44
476,berdigestyakh,62.0989,126.6992,34.29,57,76,5.01,RU,2023-10-04 03:48:44
477,el haouaria,37.05,11.0144,68.02,71,1,2.84,TN,2023-10-04 03:48:44
478,myitkyina,25.3833,97.4,83.26,77,95,0.83,MM,2023-10-04 03:48:44
479,kapa'a,22.0752,-159.319,84.18,80,100,9.22,US,2023-10-04 03:44:11
480,forster,-32.1667,152.5167,77.2,56,23,31.56,AU,2023-10-04 03:48:44
481,horta,38.5333,-28.6333,71.02,93,97,8.01,PT,2023-10-04 03:46:56
482,baharly,38.4362,57.4316,75.42,26,59,4.81,TM,2023-10-04 03:48:44
483,inyati,-19.6756,28.8469,52.92,54,0,5.64,ZW,2023-10-04 03:48:44
484,leh,34.1667,77.5833,46.9,34,14,5.86,IN,2023-10-04 03:48:44
485,opuwo,-18.0607,13.84,72.27,45,77,3.51,NA,2023-10-04 03:48:44
486,gamla uppsala,59.8969,17.6361,48.18,100,61,4.61,SE,2023-10-04 03:48:45
487,kotabumi,-4.8333,104.9,93.2,39,38,8.72,ID,2023-10-04 03:48:45
488,lerwick,60.1545,-1.1494,50.0,78,94,11.18,GB,2023-10-04 03:48:45
489,madaoua,14.073,5.96,81.91,48,88,2.71,NE,2023-10-04 03:48:45
490,sikonge,-5.6333,32.7667,65.19,50,90,6.06,TZ,2023-10-04 03:48:45
491,al jadid,27.05,14.4,70.74,44,0,11.36,LY,2023-10-04 03:48:45
492,tvoroyri,61.5556,-6.8111,49.51,85,100,7.16,FO,2023-10-04 03:48:45
493,ondjiva,-17.0667,15.7333,69.84,40,35,5.75,AO,2023-10-04 03:48:45
494,arroyo,41.6096,-4.7969,62.11,85,0,10.36,ES,2023-10-04 03:48:45
495,macae,-22.3708,-41.7869,69.55,94,100,2.3,BR,2023-10-04 03:48:45
496,kotra,25.8167,79.3167,86.0,28,1,5.57,IN,2023-10-04 03:48:45
497,yantarnyy,54.8717,19.9381,60.94,79,40,32.75,RU,2023-10-04 03:48:46
498,quinte west,44.1834,-77.5662,66.74,89,0,0.0,CA,2023-10-04 03:48:46
499,wladyslawowo,54.7909,18.4009,55.47,81,19,28.7,PL,2023-10-04 03:48:46
500,diapaga,12.0708,1.7889,74.8,85,90,4.09,BF,2023-10-04 03:48:46
501,gulf shores,30.246,-87.7008,75.99,56,0,0.0,US,2023-10-04 03:47:06
502,antonio enes,-16.2325,39.9086,75.43,67,60,8.19,MZ,2023-10-04 03:48:46
503,mogadishu,2.0371,45.3438,79.45,84,67,9.57,SO,2023-10-04 03:48:46
504,libertad,8.9442,125.5019,91.72,56,11,4.29,PH,2023-10-04 03:48:46
505,kalix,65.853,23.1565,44.96,86,42,4.29,SE,2023-10-04 03:48:46
506,mpulungu,-8.7623,31.1141,72.55,51,37,7.94,ZM,2023-10-04 03:48:46
507,chirkey,42.9613,46.9787,59.38,78,100,3.24,RU,2023-10-04 03:48:46
508,galliano,29.4422,-90.2992,75.2,76,0,10.45,US,2023-10-04 03:48:46
509,motygino,58.1831,94.7592,44.78,90,100,5.99,RU,2023-10-04 03:48:47
510,colonia,50.9333,6.95,56.88,85,92,7.27,DE,2023-10-04 03:44:08
511,island harbour,50.724,-1.2758,57.97,86,37,12.97,GB,2023-10-04 03:48:47
512,dwarka,22.2394,68.9678,82.06,63,6,8.61,IN,2023-10-04 03:48:47
513,bei'an,24.5399,109.533,87.91,63,13,3.53,CN,2023-10-04 03:48:47
514,karukh,34.4811,62.5863,73.2,23,0,0.96,AF,2023-10-04 03:48:47
515,kerikeri,-35.2268,173.9474,60.06,52,1,5.23,NZ,2023-10-04 03:48:47
516,amungan,15.3652,119.9582,83.35,79,82,6.58,PH,2023-10-04 03:48:47
517,bubaque,11.2833,-15.8333,79.05,87,99,13.09,GW,2023-10-04 03:48:47
518,sao joao da barra,-21.6403,-41.0511,71.56,95,100,1.03,BR,2023-10-04 03:48:47
519,auterive,43.351,1.478,65.64,75,100,4.92,FR,2023-10-04 03:48:47
520,sherbakul',54.6316,72.3963,51.98,40,100,9.66,RU,2023-10-04 03:48:48
521,las lomitas,-24.7096,-60.593,76.53,78,77,11.54,AR,2023-10-04 03:48:48
522,zaragoza,41.6561,-0.8773,67.01,66,0,6.91,ES,2023-10-04 03:48:48
523,vyazemskiy,47.5378,134.7525,58.01,76,90,7.94,RU,2023-10-04 03:48:48
524,bedele,8.456,36.353,53.83,96,16,1.79,ET,2023-10-04 03:48:48
525,east tamworth,-31.0894,150.9436,78.39,31,72,21.85,AU,2023-10-04 03:48:48
526,al khafji,28.4391,48.4913,87.3,58,0,10.56,SA,2023-10-04 03:48:48
527,ghat,24.9647,10.1728,75.63,38,1,5.75,LY,2023-10-04 03:48:48
528,uglegorsk,49.0833,142.0333,56.59,60,87,3.4,RU,2023-10-04 03:48:48
529,el calafate,-50.3408,-72.2768,41.09,79,19,9.33,AR,2023-10-04 03:48:48
530,saint-philippe,-21.3585,55.7679,71.11,86,97,13.29,RE,2023-10-04 03:48:48
531,zhangatas,43.5667,69.75,60.22,35,68,14.99,KZ,2023-10-04 03:48:49
532,san juan de miraflores,-12.1629,-76.9635,66.16,83,100,9.08,PE,2023-10-04 03:48:49
533,juan rodriguez clara,17.9833,-95.4083,74.79,95,91,3.18,MX,2023-10-04 03:48:49
534,magugu,-4.0167,35.7667,66.99,76,100,1.45,TZ,2023-10-04 03:48:49
535,le vauclin,14.5452,-60.8388,78.85,100,0,3.44,MQ,2023-10-04 03:48:49
536,beyneu,45.3167,55.2,61.54,50,92,7.49,KZ,2023-10-04 03:48:49
537,vetovo,43.7,26.2667,53.26,64,0,5.79,BG,2023-10-04 03:48:49
538,gdov,58.7406,27.8122,58.33,89,100,22.53,RU,2023-10-04 03:48:49
539,manakara,-22.1333,48.0167,67.59,66,3,5.1,MG,2023-10-04 03:48:49
540,menderes,38.2496,27.1343,62.64,67,0,9.22,TR,2023-10-04 03:48:49
541,zarate,-34.0981,-59.0286,56.82,10,88,6.85,AR,2023-10-04 03:48:49
542,luwuk,-0.9516,122.7875,88.39,58,14,5.79,ID,2023-10-04 03:45:42
543,chateaudun,48.0833,1.3333,46.6,89,29,2.08,FR,2023-10-04 03:48:50
544,hotan,37.0997,79.9269,69.62,17,100,7.52,CN,2023-10-04 03:48:50
545,barakani,-12.1356,44.4317,77.63,77,72,8.61,KM,2023-10-04 03:48:50
546,coquimbo,-29.9533,-71.3436,55.13,82,0,2.3,CL,2023-10-04 03:48:50
547,tikamgarh,24.745,78.8333,81.9,39,47,5.95,IN,2023-10-04 03:48:50
548,kaspiyskiy,45.3929,47.3707,62.98,70,58,4.97,RU,2023-10-04 03:48:50
549,masindi,1.6744,31.715,63.55,88,85,3.8,UG,2023-10-04 03:48:50
550,parvatsar,26.8833,74.7667,83.16,35,0,13.18,IN,2023-10-04 03:48:50
551,nacozari viejo,30.4,-109.65,59.18,41,55,3.15,MX,2023-10-04 03:48:50
552,tabou,4.423,-7.3528,74.82,85,20,5.77,CI,2023-10-04 03:48:50
553,putian,25.4394,119.0103,91.83,49,54,10.36,CN,2023-10-04 03:48:50
554,osorno,-40.5667,-73.15,38.01,98,32,1.83,CL,2023-10-04 03:48:51
555,porto novo,6.4965,2.6036,76.08,92,93,4.5,BJ,2023-10-04 03:48:51
556,boa vista,2.8197,-60.6733,85.98,62,0,9.22,BR,2023-10-04 03:48:51
557,bantay,17.5847,120.3892,83.97,69,100,4.9,PH,2023-10-04 03:48:51
558,matiguas,12.8373,-85.4622,72.72,94,24,1.83,NI,2023-10-04 03:48:51
559,pangoa,-12.1167,-73.0,70.02,98,84,3.42,PE,2023-10-04 03:48:51
560,malanje,-9.5402,16.341,67.48,88,79,3.76,AO,2023-10-04 03:48:51
561,port loko,8.7667,-12.7833,76.68,98,100,2.21,SL,2023-10-04 03:48:51
562,magadan,59.5667,150.8,51.53,53,28,8.01,RU,2023-10-04 03:48:51
563,la'ie,21.6477,-157.9253,82.36,70,40,5.01,US,2023-10-04 03:48:51
564,geraldton,-28.7667,114.6,77.41,36,0,14.97,AU,2023-10-04 03:48:51
565,nuku'alofa,-21.1333,-175.2,71.94,73,75,13.8,TO,2023-10-04 03:48:51
566,dong ha,16.8163,107.1003,85.8,75,75,5.55,VN,2023-10-04 03:48:52
567,mzuzu,-11.4656,34.0207,60.13,93,66,5.7,MW,2023-10-04 03:48:52
568,lorengau,-2.0226,147.2712,79.57,82,100,10.27,PG,2023-10-04 03:48:52
569,kinablangan,7.6947,126.5503,85.71,70,5,3.87,PH,2023-10-04 03:48:52
570,chukhloma,58.7525,42.6825,53.01,90,100,13.82,RU,2023-10-04 03:48:52
571,changleng,28.7,115.8167,72.77,76,100,6.96,CN,2023-10-04 03:48:52
572,maintirano,-18.0667,44.0167,77.92,76,8,3.89,MG,2023-10-04 03:48:52
573,papao,-17.75,-149.55,82.08,83,8,23.62,PF,2023-10-04 03:48:52
574,ha'il,27.5219,41.6907,73.42,33,0,0.0,SA,2023-10-04 03:48:52
575,mil'kovo,55.6078,37.7956,54.91,62,95,17.02,RU,2023-10-04 03:48:52
576,villacidro,39.4578,8.7406,63.48,65,0,3.4,IT,2023-10-04 03:48:53
577,lincheng,19.9078,109.6858,86.31,70,59,3.91,CN,2023-10-04 03:48:53
578,bairnsdale,-37.8333,147.6167,52.05,98,100,1.01,AU,2023-10-04 03:48:53
579,gadani,25.1185,66.7299,84.42,78,10,7.05,PK,2023-10-04 03:48:53
580,newberry,34.2746,-81.6187,66.78,90,0,4.05,US,2023-10-04 03:47:56
581,muli,2.9167,73.5667,80.78,77,100,2.71,MV,2023-10-04 03:48:53
582,vorozhba,51.1733,34.2192,49.1,63,97,11.59,UA,2023-10-04 03:48:53
583,mandalgovi,45.7625,106.2708,47.46,41,0,5.37,MN,2023-10-04 03:48:53
584,aykhal,66.0,111.5,29.61,96,100,17.58,RU,2023-10-04 03:48:53
